Hello,Hello World!
test,I will have to give that some thought.
Hello,Hello World!
Hello,Hello World!
Hallo,Hello World!
Hello,Hello World!
utot mo to,utot
testing mo to,utot
Do you sell slippers?, yes
Hello,Hello World!
a,I don't have a response for that.
testing mo to,utot testing
testing,utot testing
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
how are you?,I am a Chatbot.
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
test,Is there a different way you can ask that?
Hello,Hello World!
test,I don't have a response for that.
Hello,Hello World!
test,Is there a different way you can ask that?
Hello,Hello World!
test,I'm not an expert on that.
time?,I will have to give that some thought.
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
test,I could not tell you.
Hello,Hello World!
test,Can you try rephrasing that please?
Hello,Hello World!
test,I could not tell you.
Hello,Hello World!
test,I will have to give that some thought.
Hello,Hello World!
Hello,Hello World!
test,Is there a different way you can ask that?
Hello,Hello World!
test,I will have to give that some thought.
Hello,Hello World!
test,I'm not sure about that.
Hello,Hello World!
test,I don't know.
Hello,Hello World!
Hello,Hello World!
test,There are some things I just don't know about yet.
test,I'm not sure about that.
test,Is there a different way you can ask that?
Hello,Hello World!
test,I'm not an expert on that.
test,Can you try rephrasing that please?
test,I could not tell you.
Hello,Hello World!
test,I don't have a response for that.
Hello,Hello World!
test,I could not tell you.
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
test,I could not tell you.
Hello,Hello World!
test,I don't have a response for that.
asd,I'm not sure about that.
test,There are some things I just don't know about yet.
Hello,Hello World!
test,I could not tell you.
test,Is there a different way you can ask that?
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
test,I'm not sure about that.
Hello,Hello World!
Hello,Hello World!
test,I'm not sure about that.
Hello,Hello World!
test,I don't know.
Hello,Hello World!
test,Is there a different way you can ask that?
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello ' + username + '!
Hello,Hello `+ username +`!
Hi,Hello `+ username +`!
Hello,Hello `+ username +`!
Hello,Hello `+ username +`!
Hello,Hello `+ username +`!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
Hello,Hello $username!
testing,utot testing
Hello,Hello $username!
testing,utot testing
Hello,Hello $username!
Hello,Hello $username!
Hello,"Hello ""+username+""!"
What time is it?,getTime()
Hello,"Hello ""+username+""!"
What time is it?,23:46:59
what day is it?,5/30/2023 0:00
Hello,Hello Human!
test,I don't know.
What time is it?,23:46:59
Hello,Hello Human!
Hello,Hello Human!
test,I don't really know what you are asking.
fdsfjkshfweiujrnwejkrnwejkrnwejrnwjrnwenrwerniwejrnwerkjwernwekjrwenrwekrje,I'm not an expert on that.
Hello,Hello Human!
testsdsamdsakodlmsadklsadmsalkdmasdklasmdlsadmsakldmsalkdamsdaskldasdasd,I don't really know what you are asking.
Hello,Hello Human!
Hello,Hello Human!
Ttestaokdsmajkldsanjdjsahdaslkdjsakldjsadklsahdkjsadhsajkdhasjkldsa,I'm not sure about that.
Hello,Hello Human!
tesradlsakdklasjfljfja;ldjsad;klasjdksafhjkfhsad;fasdj;saodas,I could not tell you.
Hello,Hello Human!
asdasdsafsd;kgjsfo;gkdfjsgh;sfjkhjdhklt;uky;'ktulkrt;'uyk'rt;,I'll need to take some time to think on that.
Hello,Hello Human!
asdjasdhkasejhwqiuenwqmkeqnwekjqeqjehqjehwqkjewqeq,I don't know.
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Who are you?,I am a Alumni Bot.
Hello,Hello Human!
Who are you?,I am a Alumni Bot running on Python and a dash of artificial intelligence.
test,I don't really know what you are asking.
Hello,Hello Human!
Hello,Hello Human!
test,I don't know.
test,I could not tell you.
test,There are some things I just don't know about yet.
Hello,Hello Human!
test,I will have to give that some thought.
test,Can you try rephrasing that please?
test,Can you try rephrasing that please?
Hello,Hello Human!
test,I'll need to take some time to think on that.
test,Is there a different way you can ask that?
test,I'll need to take some time to think on that.
Hello,Hello Human!
test,I'm not an expert on that.
test,Is there a different way you can ask that?
test,I will have to give that some thought.
test,I'm not sure about that.
test,I'm not an expert on that.
test,There are some things I just don't know about yet.
test,I'll need to take some time to think on that.
test,Can you try rephrasing that please?
test,I'm not an expert on that.
tessmdaskdjaskdbaskhdbasdmnadbahsdbsdhja dmansdbasmdvasbdgasdasgdghasdashgdas,Is there a different way you can ask that?
sadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsdsadasbdasdabdadnasdasdsd,I'm not an expert on that.
asdakdjjasjdsajadjjadhasj3dkdbkdbadkadk aksdbakdbakdbaksdbaskda,Is there a different way you can ask that?
asdas,I don't have a response for that.
Hello,Hello Human!
test,There are some things I just don't know about yet.
Hello,Hello Human!
Hello,Hello Human!
Hallo,Hello Human!
Hello,Hello Human!
How can I join alumni?,…
How much is alumni?,I will have to give that some thought.
Social media guide,"The social media of the Alumni Office is at Facebook page named ""LSPU-Alumni Affairs & Placement Services"" with the link https://www.facebook.com/profile.php?id=100064276862633."
What instructions it will be?,It is for suggesting an online copies of yearbook.
Hello,Hello Human!
What jobs are you offering or promoting?,Edi tipaklong.
test,I'm not an expert on that.
what time is it?,23:46:59
time,I don't really know what you are asking.
time?,I will have to give that some thought.
Hello,Hello Human!
What time is it?,23:46:59
Can I request additional copies of the yearbook if needed? ,The request of another copies of yearbook can be done at BAO office.
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
Hello,Hello Human!
